,region_name,decade,N_est,N_est_min,N_est_max,score,f>3
2389,Spain,1070,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2390,Spain,1080,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2391,Spain,1100,17.602377181380838,15.901691204311946,20.06796542484387,3.0,1.0
2392,Spain,1110,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2393,Spain,1130,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2394,Spain,1140,49.807131544142514,44.70507361293584,57.20389627453161,6.0,0.0
2395,Spain,1150,24.903565772071257,22.35253680646792,28.601948137265804,3.0,0.0
2396,Spain,1160,16.602377181380838,14.901691204311946,19.06796542484387,2.0,0.0
2397,Spain,1180,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2398,Spain,1190,24.903565772071257,22.35253680646792,28.601948137265804,3.0,0.0
2399,Spain,1200,41.50594295345209,37.25422801077987,47.66991356210967,5.0,0.0
2400,Spain,1210,16.602377181380838,14.901691204311946,19.06796542484387,2.0,0.0
2401,Spain,1220,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2402,Spain,1230,9.301188590690419,8.450845602155972,10.533982712421935,2.0,1.0
2403,Spain,1240,116.21664026966587,104.31183843018363,133.4757579739071,14.0,0.0
2404,Spain,1250,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2405,Spain,1260,24.903565772071257,22.35253680646792,28.601948137265804,3.0,0.0
2406,Spain,1270,17.602377181380838,15.901691204311946,20.06796542484387,3.0,1.0
2407,Spain,1280,75.71069731621377,68.05761041940376,86.80584441179741,10.0,1.0
2408,Spain,1290,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
2409,Spain,1300,75.71069731621377,68.05761041940376,86.80584441179741,10.0,1.0
2410,Spain,1310,38.586024454330214,35.80650759465314,41.41437299814906,3.0,0.0
2411,Spain,1320,52.44803260577362,48.742010126204185,56.21916399753208,5.0,1.0
2412,Spain,1340,271.10217118031153,251.64555316257199,290.9006109870434,22.0,1.0
2413,Spain,1350,64.31004075721702,59.67751265775523,69.0239549969151,5.0,0.0
2414,Spain,1360,78.17204890866043,72.61301518930628,83.82874599629812,7.0,1.0
2415,Spain,1370,64.31004075721702,59.67751265775523,69.0239549969151,5.0,0.0
2416,Spain,1380,219.65413857453788,203.90354303636778,235.68144698951133,18.0,1.0
2417,Spain,1390,78.17204890866043,72.61301518930628,83.82874599629812,7.0,1.0
2418,Spain,1400,184.06811412020767,171.09703544171464,197.26707399136228,18.0,4.0
2419,Spain,1410,90.03405706010383,83.54851772085732,96.63353699568114,7.0,0.0
2420,Spain,1420,143.48208966587745,133.2905278470615,153.8527009932132,13.0,2.0
2421,Spain,1430,65.31004075721702,60.67751265775523,70.0239549969151,6.0,1.0
2422,Spain,1440,620.3763912692834,575.9041215144503,665.629967970385,51.0,3.0
2423,Spain,1450,131.62008151443405,122.35502531551046,141.0479099938302,13.0,3.0
2424,Spain,1460,192.93012227165107,179.0325379732657,207.0718649907453,15.0,0.0
2425,Spain,1470,91.03405706010383,84.54851772085732,97.63353699568114,8.0,1.0
2426,Spain,1480,553.2043423606231,514.291106325144,592.8012219740868,55.0,13.0
2427,Spain,1490,169.20610596876426,157.1615329101636,181.46228299197927,15.0,2.0
2428,Spain,1500,828.1685216923779,768.872162019267,888.5066239605133,69.0,5.0
2429,Spain,1510,414.58426084618895,384.9360810096335,444.7533119802566,35.0,3.0
2430,Spain,1520,817.3065135409345,758.9366594877159,876.7018329611302,70.0,7.0
2431,Spain,1530,398.7222526947455,370.00057847808245,427.9485209808736,31.0,0.0
2432,Spain,1540,2132.2313449881617,1979.3579177059225,2287.790514898198,175.0,10.0
2433,Spain,1550,955.788603206812,887.2271873347775,1025.5545339543435,78.0,4.0
2434,Spain,1560,1485.1309374159916,1378.5827911283702,1593.5509649290473,121.0,6.0
2435,Spain,1570,739.1344646322741,686.3236442984096,792.8730869648322,63.0,6.0
2436,Spain,1580,1690.9230678390861,1569.550831633187,1814.4276209191755,137.0,6.0
2437,Spain,1590,956.788603206812,888.2271873347775,1026.5545339543435,79.0,5.0
2438,Spain,1600,1514.4741515302214,1391.2793927723824,1700.1463663636805,133.0,11.0
2439,Spain,1610,759.7370757651107,698.1396963861912,852.5731831818402,69.0,8.0
2440,Spain,1620,1451.8563584347205,1333.7105651997438,1629.9190562668084,127.0,10.0
2441,Spain,1630,713.44284128871,655.8846343280802,800.1913351043426,68.0,11.0
2442,Spain,1640,1566.7683860066222,1439.5344548304931,1758.5282144411783,140.0,14.0
2443,Spain,1650,782.0606343842109,719.4534619007188,876.4186452012146,80.0,18.0
2444,Spain,1660,958.9140136707135,881.1599446186348,1076.1005754918313,87.0,10.0
2445,Spain,1670,686.7957240505096,631.2571032990248,770.5004110655937,64.0,9.0
2446,Spain,1680,1217.7087446718172,1118.749020423717,1366.855277898694,108.0,10.0
2447,Spain,1690,963.2375722898137,884.4737101331624,1081.9460375112055,80.0,2.0
2448,Spain,1700,1086.4731584808155,997.6113652784397,1220.40065770495,90.0,2.0
2449,Spain,1710,711.44284128871,653.8846343280802,798.1913351043426,66.0,9.0
2450,Spain,1720,990.8846895280141,910.1012411622179,1112.6369615499543,85.0,5.0
2451,Spain,1730,768.0606343842109,705.4534619007188,862.4186452012146,66.0,4.0
2452,Spain,1740,1667.6804135785237,1531.3583444612427,1873.1373726155482,139.0,4.0
2453,Spain,1750,1235.3558619100177,1134.3765514527724,1387.5462019374431,103.0,3.0
2454,Spain,1760,1585.4155032448225,1456.1619858595486,1780.219138479927,136.0,8.0
