,individual_wikidata_id,birthyear,classification,region_name
4431,Q19903923,1744,,Italy
4432,Q19409754,1830,,Italy
4433,Q61482972,1792,,Italy
4434,Q94987597,1780,,Italy
4435,Q26678358,1550,,Italy
4436,Q3770032,1701,,Italy
4437,Q98716472,1849,,Italy
4438,Q16199104,1839,,Italy
4439,Q55227375,1781,,Italy
4440,Q3750413,1798,,Italy
4441,Q21369214,1566,,Italy
4442,Q20113637,1656,,Italy
4443,Q55225099,1555,,Italy
4444,Q2309545,1503,Middle Class,Italy
4445,Q29016255,1500,,Italy
4446,Q18224495,1815,,Italy
4447,Q549811,1597,,Italy
4448,Q59711459,1805,,Italy
4449,Q14623873,1800,,Italy
4450,Q331003,1480,,Italy
4451,Q7791283,1809,Elite,Italy
4452,Q21208928,1654,Middle Class,Italy
4453,Q3725701,1841,,Italy
4454,Q2193665,1806,Middle Class,Italy
4455,Q64946221,1630,,Italy
4456,Q2846310,1818,,Italy
4457,Q97064329,1811,,Italy
4458,Q63974610,1838,,Italy
4459,Q15726920,1792,,Italy
4460,Q3792928,1731,Middle Class,Italy
4461,Q3455489,1230,,Italy
4462,Q18913006,1697,,Italy
4463,Q3617214,1822,,Italy
4464,Q3768396,1457,,Italy
4465,Q86824969,1607,,Italy
4466,Q873060,1674,,Italy
4467,Q5669,1445,Middle Class,Italy
4468,Q56166956,1770,,Italy
4469,Q94921502,1653,,Italy
4470,Q16559768,1660,,Italy
4471,Q60818012,1808,,Italy
4472,Q55906655,1819,,Italy
4473,Q28792096,1791,,Italy
4474,Q28599377,1697,,Italy
4475,Q3770211,1766,Middle Class,Italy
4476,Q3615731,1470,,Italy
4477,Q102076117,1799,,Italy
4478,Q3712917,1510,,Italy
4479,Q3144889,1764,Elite,Italy
4480,Q55225557,1514,,Italy
4481,Q15454547,1649,,Italy
4482,Q15455021,1813,Middle Class,Italy
4483,Q1987230,1627,Elite,Italy
4484,Q87735655,1464,Middle Class,Italy
4485,Q98110828,1533,,Italy
4486,Q11032133,1492,,Italy
4487,Q3759781,1843,Middle Class,Italy
4488,Q19560373,1662,,Italy
4489,Q3766084,1666,,Italy
4490,Q2096105,1847,Middle Class,Italy
4491,Q27061923,1490,Middle Class,Italy
4492,Q3638733,1517,,Italy
4493,Q70978,1811,Middle Class,Italy
4494,Q3770004,1732,Middle Class,Italy
4495,Q102075999,1823,,Italy
4496,Q16590437,1816,Middle Class,Italy
4497,Q19862670,1827,,Italy
4498,Q983393,1784,Middle Class,Italy
4499,Q5557887,1672,Elite,Italy
4500,Q3107215,1671,Middle Class,Italy
4501,Q1526130,1605,,Italy
4502,Q4220033,1622,Middle Class,Italy
4503,Q19969000,1750,,Italy
4504,Q4134472,1819,,Italy
4505,Q21522750,1839,,Italy
4506,Q3804689,1840,,Italy
4507,Q106453317,1798,,Italy
4508,Q334215,1818,Elite,Italy
4509,Q50359775,1785,,Italy
4510,Q43266920,1721,Middle Class,Italy
4511,Q1624026,1443,,Italy
4512,Q732082,1467,Middle Class,Italy
4513,Q4013587,1832,,Italy
4514,Q16332921,1836,,Italy
4515,Q926580,1814,Middle Class,Italy
4516,Q12630095,1832,Middle Class,Italy
4517,Q61774138,1823,,Italy
4518,Q11924293,1823,,Italy
4519,Q3991912,1824,,Italy
4520,Q42883491,1821,,Italy
4521,Q962495,1610,Middle Class,Italy
4522,Q110214941,1837,,Italy
4523,Q33350726,1730,,Italy
4524,Q41568343,1740,Middle Class,Italy
4525,Q3980757,1828,,Italy
4526,Q117763,1774,Middle Class,Italy
4527,Q15679697,1500,Middle Class,Italy
4528,Q16945230,1810,,Italy
4529,Q1248842,1210,Elite,Italy
4530,Q16853519,1596,,Italy
4531,Q1251611,1800,,Italy
4532,Q15437161,1650,,Italy
4533,Q3106933,1650,,Italy
4534,Q1348235,1791,Middle Class,Italy
4535,Q3839720,1776,,Italy
4536,Q16550450,1446,Middle Class,Italy
4537,Q2947041,1505,,Italy
4538,Q1056687,1803,,Italy
4539,Q21141068,1849,,Italy
4540,Q3034775,1610,,Italy
4541,Q3613546,1842,,Italy
4542,Q63749435,1807,,Italy
4543,Q736348,1270,Elite,Italy
4544,Q2849597,1833,,Italy
4545,Q27015060,1518,,Italy
4546,Q109885730,1841,,Italy
4547,Q40607505,1805,,Italy
4548,Q3374035,1527,,Italy
4549,Q50364964,1536,,Italy
4550,Q24262658,1448,Elite,Italy
4551,Q3651486,1561,Middle Class,Italy
4552,Q39192439,1797,,Italy
4553,Q3098848,1710,,Italy
4554,Q3666317,1810,,Italy
4555,Q52154679,1804,,Italy
4556,Q7172510,1663,,Italy
4557,Q3876143,1833,,Italy
4558,Q3659290,1661,,Italy
4559,Q3766757,1749,,Italy
4560,Q98743727,1809,,Italy
4561,Q3749194,1457,Middle Class,Italy
4562,Q983661,1423,Elite,Italy
4563,Q23583932,1523,Middle Class,Italy
4564,Q3613315,1507,Middle Class,Italy
4565,Q20007332,1801,,Italy
4566,Q1398937,1824,Middle Class,Italy
4567,Q109347581,1528,,Italy
4568,Q66712595,1650,,Italy
4569,Q2857682,1754,Middle Class,Italy
4570,Q2042564,1831,,Italy
4571,Q19842562,1724,Elite,Italy
4572,Q1373370,1200,Elite,Italy
4573,Q3741711,1833,Middle Class,Italy
4574,Q549044,1560,Middle Class,Italy
4575,Q122328,1556,Middle Class,Italy
4576,Q105085368,1832,,Italy
4577,Q21607660,1821,,Italy
4578,Q16268203,1844,,Italy
4579,Q3107341,1575,Elite,Italy
4580,Q3767580,1545,Middle Class,Italy
4581,Q167917,1799,,Italy
4582,Q767958,1589,,Italy
4583,Q1317274,1809,,Italy
4584,Q771951,1350,,Italy
4585,Q18945815,1824,Middle Class,Italy
4586,Q3105150,1515,Middle Class,Italy
4587,Q387219,1552,,Italy
4588,Q16030666,1843,,Italy
4589,Q19569631,1385,,Italy
4590,Q3897040,1830,,Italy
4591,Q108250525,1604,,Italy
4592,Q3766422,1814,,Italy
4593,Q601175,1524,Middle Class,Italy
4594,Q978316,1530,,Italy
4595,Q3613905,1821,Elite,Italy
4596,Q601429,1596,,Italy
4597,Q3154232,1752,Elite,Italy
4598,Q3840304,1828,,Italy
4599,Q5479586,1550,,Italy
4600,Q3903816,1592,Middle Class,Italy
4601,Q3761988,1636,,Italy
4602,Q3766106,1613,Elite,Italy
4603,Q59944786,1819,,Italy
4604,Q57613772,1515,,Italy
4605,Q113080689,1662,Elite,Italy
4606,Q47478296,1780,Elite,Italy
4607,Q21548348,1575,Elite,Italy
4608,Q3619837,1695,,Italy
4609,Q1407954,1717,,Italy
4610,Q59193542,1691,Middle Class,Italy
4611,Q55281756,1537,,Italy
4612,Q3875843,1846,,Italy
4613,Q55226435,1634,,Italy
4614,Q3618226,1201,,Italy
4615,Q5565498,1694,,Italy
4616,Q3050892,1740,Middle Class,Italy
4617,Q3606746,1778,,Italy
4618,Q106832905,1451,,Italy
4619,Q2094344,1785,Middle Class,Italy
4620,Q3186535,1707,,Italy
4621,Q3876426,1567,,Italy
4622,Q994344,1459,Elite,Italy
4623,Q3836995,1801,,Italy
4624,Q110223641,1824,,Italy
4625,Q3903642,1613,,Italy
4626,Q3619859,1730,,Italy
4627,Q92284014,1536,,Italy
4628,Q21544134,1587,,Italy
4629,Q60822496,1820,,Italy
4630,Q19631156,1847,Elite,Italy
4631,Q18352997,1823,Middle Class,Italy
4632,Q3983842,1816,,Italy
4633,Q94506236,1718,Elite,Italy
4634,Q23013986,1843,Elite,Italy
4635,Q825001,1816,,Italy
4636,Q3935110,1220,Elite,Italy
4637,Q94888828,1707,,Italy
4638,Q4014527,1738,,Italy
4639,Q3635050,1600,,Italy
4640,Q109876917,1767,,Italy
4641,Q3792363,1799,,Italy
4642,Q583749,1600,,Italy
4643,Q3266497,1850,,Italy
4644,Q21400672,1620,Middle Class,Italy
4645,Q93253551,1674,,Italy
4646,Q42747672,1779,,Italy
4647,Q3939598,1535,,Italy
4648,Q4212762,1725,,Italy
4649,Q55227783,1715,,Italy
4650,Q55226885,1506,,Italy
4651,Q47461810,1644,,Italy
4652,Q19600735,1582,Elite,Italy
4653,Q20246879,1677,,Italy
4654,Q21645477,1530,,Italy
4655,Q3992820,1665,Elite,Italy
4656,Q106081512,1814,,Italy
4657,Q945792,1848,Middle Class,Italy
4658,Q3703528,1602,,Italy
4659,Q938058,1763,Middle Class,Italy
4660,Q12631503,1501,,Italy
4661,Q23829671,1782,,Italy
4662,Q108176805,1833,,Italy
4663,Q927177,1728,,Italy
4664,Q2832828,1747,,Italy
4665,Q1061864,1565,Middle Class,Italy
4666,Q98151011,1590,,Italy
4667,Q3034758,1772,Middle Class,Italy
4668,Q3620246,1688,Middle Class,Italy
4669,Q2332787,1370,Middle Class,Italy
4670,Q3645672,1530,,Italy
4671,Q480080,1821,,Italy
4672,Q3713108,1724,,Italy
4673,Q19278320,1539,,Italy
4674,Q110081077,1811,,Italy
4675,Q3992745,1614,,Italy
4676,Q705182,1668,Middle Class,Italy
4677,Q1412583,1792,Middle Class,Italy
4678,Q3616786,1778,,Italy
4679,Q3659114,1614,,Italy
4680,Q110368304,1850,,Italy
4681,Q2880132,1586,Middle Class,Italy
4682,Q3770059,1777,,Italy
4683,Q3615741,1826,Middle Class,Italy
4684,Q3771660,1810,,Italy
4685,Q1356033,1595,,Italy
4686,Q1092358,1607,Middle Class,Italy
4687,Q47481369,1807,,Italy
4688,Q3708531,1809,,Italy
4689,Q60717241,1718,,Italy
4690,Q3105122,1536,,Italy
4691,Q248615,1420,Middle Class,Italy
4692,Q3807568,1795,,Italy
4693,Q61476780,1401,,Italy
4694,Q109382186,1470,,Italy
4695,Q22343608,1562,Middle Class,Italy
4696,Q659093,1418,Middle Class,Italy
4697,Q2866349,1544,Middle Class,Italy
4698,Q3945971,1825,,Italy
4699,Q4013593,1490,,Italy
4700,Q97667396,1812,,Italy
4701,Q3605257,1806,,Italy
4702,Q1666932,1817,,Italy
4703,Q822926,1548,Middle Class,Italy
4704,Q18600108,1801,,Italy
4705,Q110503790,1559,,Italy
4706,Q39788916,1809,,Italy
4707,Q43130841,1768,,Italy
4708,Q3638052,1581,Middle Class,Italy
4709,Q63975545,1825,,Italy
4710,Q3151406,1734,,Italy
4711,Q94527471,1740,Elite,Italy
4712,Q3560663,1583,,Italy
4713,Q51077305,1715,Middle Class,Italy
4714,Q831739,1777,Middle Class,Italy
4715,Q96750780,1789,,Italy
4716,Q969391,1525,,Italy
4717,Q3766441,1671,,Italy
4718,Q3530973,1350,,Italy
4719,Q512183,1800,Middle Class,Italy
4720,Q3619362,1849,,Italy
4721,Q51581465,1600,,Italy
4722,Q52154155,1684,,Italy
4723,Q71701900,1664,,Italy
4724,Q3119474,1250,Middle Class,Italy
4725,Q3734436,1840,,Italy
4726,Q111796923,1850,Middle Class,Italy
4727,Q16853417,1689,,Italy
4728,Q55228165,1572,,Italy
4729,Q7413023,1813,,Italy
4730,Q2849489,1681,,Italy
4731,Q3263041,1824,,Italy
4732,Q5615265,1829,Middle Class,Italy
4733,Q312615,1490,Middle Class,Italy
4734,Q28793950,1595,,Italy
4735,Q21193703,1766,,Italy
4736,Q604939,1816,Middle Class,Italy
4737,Q772585,1831,,Italy
4738,Q28599897,1652,,Italy
4739,Q3107938,1487,Middle Class,Italy
4740,Q324091,1436,Middle Class,Italy
4741,Q3766390,1713,,Italy
4742,Q99333536,1807,,Italy
4743,Q17277722,1482,,Italy
4744,Q18507796,1780,,Italy
4745,Q22334087,1498,,Italy
4746,Q3068734,1675,Middle Class,Italy
4747,Q15253386,1594,,Italy
4748,Q2260837,1350,,Italy
4749,Q3762046,1663,,Italy
4750,Q18354976,1797,Middle Class,Italy
4751,Q21418903,1787,,Italy
4752,Q21513741,1832,,Italy
4753,Q1441192,1704,,Italy
4754,Q56024928,1507,Middle Class,Italy
4755,Q5982741,1506,Elite,Italy
4756,Q61474851,1835,,Italy
4757,Q3502625,1740,,Italy
4758,Q946107,1450,Middle Class,Italy
4759,Q5733977,1613,,Italy
4760,Q3617124,1789,,Italy
4761,Q3165946,1724,,Italy
4762,Q3946042,1772,,Italy
4763,Q97647017,1697,,Italy
4764,Q100912274,1549,,Italy
4765,Q55683342,1783,,Italy
4766,Q3615898,1841,,Italy
4767,Q24736398,1828,,Italy
4768,Q3615622,1746,,Italy
4769,Q3640102,1260,,Italy
4770,Q102279739,1810,,Italy
4771,Q60023481,1816,,Italy
4772,Q15142810,1829,Middle Class,Italy
4773,Q18945592,1701,,Italy
4774,Q18223891,1501,,Italy
4775,Q179771,1655,,Italy
4776,Q88195088,1530,,Italy
4777,Q919480,1500,,Italy
4778,Q2857226,1549,,Italy
4779,Q3992797,1401,Middle Class,Italy
4780,Q3839320,1842,,Italy
4781,Q23926962,1651,,Italy
4782,Q2152558,1570,Middle Class,Italy
4783,Q7406721,1608,Middle Class,Italy
4784,Q21842514,1842,,Italy
4785,Q3768939,1506,,Italy
4786,Q16030569,1843,,Italy
4787,Q612634,1474,Elite,Italy
4788,Q3876586,1542,,Italy
4789,Q55901911,1750,,Italy
4790,Q3960729,1802,,Italy
4791,Q3750031,1843,,Italy
4792,Q108436822,1834,,Italy
4793,Q25403644,1530,,Italy
4794,Q323707,1821,Middle Class,Italy
4795,Q18758586,1834,,Italy
4796,Q3660168,1836,Middle Class,Italy
4797,Q1395790,1697,Middle Class,Italy
4798,Q32833,1496,Elite,Italy
4799,Q55227294,1841,,Italy
4800,Q21548641,1550,,Italy
4801,Q3876177,1842,,Italy
4802,Q3291056,1828,Middle Class,Italy
4803,Q1126910,1749,Middle Class,Italy
4804,Q3435495,1802,Elite,Italy
4805,Q3417713,1480,,Italy
4806,Q57477543,1590,,Italy
4807,Q3953745,1647,,Italy
4808,Q177415,1330,Middle Class,Italy
4809,Q3762171,1823,Middle Class,Italy
4810,Q16059935,1835,,Italy
4811,Q2550850,1585,Middle Class,Italy
4812,Q98807802,1767,,Italy
4813,Q41316897,1676,,Italy
4814,Q7420121,1773,,Italy
4815,Q650034,1390,,Italy
4816,Q641850,1714,Middle Class,Italy
4817,Q53503836,1750,,Italy
4818,Q1145621,1794,Middle Class,Italy
4819,Q16559091,1676,,Italy
4820,Q15768227,1779,Elite,Italy
4821,Q3077070,1828,Elite,Italy
4822,Q3768904,1520,,Italy
4823,Q1525800,1546,Middle Class,Italy
4824,Q2387268,1809,,Italy
4825,Q3750556,1833,Middle Class,Italy
4826,Q3983938,1554,,Italy
4827,Q20769516,1501,Middle Class,Italy
4828,Q1069768,326,Elite,China
4829,Q7967473,400,Elite,China
4830,Q3820677,1428,Middle Class,China
4831,Q25259,1476,Elite,China
4832,Q468709,779,Elite,China
4833,Q45520013,1767,,China
4834,Q3570976,1488,Middle Class,China
4835,Q11105471,1660,,China
4836,Q45427526,1228,,China
4837,Q52447546,1799,,China
4838,Q197206,78,Elite,China
4839,Q11088974,1776,Elite,China
4840,Q698817,1170,Elite,China
4841,Q11070333,1634,,China
4842,Q45469941,1643,Elite,China
4843,Q19133,1711,Elite,China
4844,Q4578350,1696,Middle Class,China
4845,Q11069234,1527,,China
4846,Q11147294,1123,Elite,China
4847,Q45516403,1652,,China
4848,Q10911464,1692,Middle Class,China
4849,Q604426,-50,,China
4850,Q10542488,1319,,China
4851,Q16075718,1757,,China
4852,Q28959,-279,Elite,China
4853,Q10919602,1840,Middle Class,China
4854,Q11095991,713,Elite,China
4855,Q45491520,1705,,China
4856,Q698543,1428,Middle Class,China
4857,Q15952655,1621,,China
4858,Q698212,1447,Elite,China
4859,Q709518,1822,Middle Class,China
4860,Q45456107,1617,Middle Class,China
4861,Q710705,683,Elite,China
4862,Q716331,1050,Elite,China
4863,Q45488589,1315,,China
4864,Q6121182,1657,Elite,China
4865,Q277386,700,Elite,China
4866,Q457629,635,Elite,China
4867,Q7361731,1711,,China
4868,Q45444375,1584,,China
4869,Q45689154,1657,,China
4870,Q45473534,1649,,China
4871,Q45685487,1644,,China
4872,Q45454128,1642,,China
4873,Q45592709,1822,,China
4874,Q10886684,1744,,China
4875,Q45598851,1794,,China
4876,Q45463697,1662,,China
4877,Q11084690,1762,,China
4878,Q45616011,1709,,China
4879,Q11091489,1084,Elite,China
4880,Q45620677,1503,,China
4881,Q11068896,1805,,China
4882,Q3498165,1385,,China
4883,Q9483331,1611,,China
4884,Q10891683,1705,Middle Class,China
4885,Q10294099,1591,,China
4886,Q45416458,1777,,China
4887,Q3127920,1828,Middle Class,China
4888,Q3179590,1730,Middle Class,China
4889,Q11176185,1509,,China
4890,Q19852519,1743,Subsistence,China
4891,Q177081,45,Elite,China
4892,Q706822,816,,China
4893,Q16228969,1712,Middle Class,China
4894,Q5363752,1533,Middle Class,China
4895,Q22098636,1732,,China
4896,Q710078,372,Elite,China
4897,Q11091670,1679,Middle Class,China
4898,Q16260684,1589,,China
4899,Q10864445,1335,,China
4900,Q15913827,239,,China
4901,Q45625804,1741,,China
4902,Q515272,1698,Elite,China
4903,Q5479241,1607,,China
4904,Q12147990,1752,,China
4905,Q45459021,1352,,China
4906,Q15912186,1760,,China
4907,Q45704347,1819,,China
4908,Q1564653,350,,China
4909,Q439681,32,Elite,China
4910,Q15908394,1489,,China
4911,Q20048449,1600,Elite,China
4912,Q3492967,1369,Middle Class,China
4913,Q30948838,1733,,China
4914,Q8049031,781,,China
4915,Q45458646,1826,,China
4916,Q11097660,1639,,China
4917,Q1132525,637,,China
4918,Q45644969,1766,Middle Class,China
4919,Q3110482,1618,Middle Class,China
4920,Q45474036,1644,,China
4921,Q45447074,1821,,China
4922,Q2401828,-164,Elite,China
4923,Q10864183,1820,,China
4924,Q45702302,1783,,China
4925,Q10921047,1665,,China
4926,Q28029172,1780,,China
4928,Q45693039,1644,,China
4929,Q45684323,1748,,China
4930,Q9372,-144,Elite,China
4931,Q45572545,1317,,China
4932,Q11108914,1652,,China
4933,Q1091058,1604,Elite,China
4934,Q11096705,1834,,China
4935,Q110084252,1790,,China
4936,Q558251,1483,Middle Class,China
4937,Q5034347,1271,Elite,China
4938,Q11572914,1842,Middle Class,China
4939,Q1137864,369,Elite,China
4940,Q378462,1472,Elite,China
4941,Q45445294,1837,,China
4942,Q12165238,1611,Middle Class,China
4943,Q16923068,1619,,China
4944,Q4818231,1378,Elite,China
4945,Q11631202,1535,,China
4946,Q15949256,1735,,China
4947,Q5521582,1350,Middle Class,China
4948,Q594971,328,Elite,China
4949,Q712581,602,Middle Class,China
4951,Q11096863,1374,,China
4952,Q45539137,1785,,China
4953,Q710004,160,,China
4954,Q11610449,1760,,China
4955,Q16077399,1635,,China
4956,Q310453,1638,Elite,China
4957,Q934585,1019,,China
4958,Q21814440,1483,,China
4959,Q702918,1380,Middle Class,China
4960,Q45445421,1607,,China
4961,Q537727,3,Elite,China
4962,Q11658432,1779,,China
4963,Q10901471,1705,,China
4964,Q197196,153,Elite,China
4965,Q45597674,1651,,China
4966,Q7967782,1350,,China
4967,Q704016,606,Elite,China
4968,Q5924804,1615,,China
4969,Q11137131,1768,,China
4970,Q16076832,70,,China
4971,Q10867336,1665,,China
4972,Q110176655,1761,,China
4973,Q197778,538,Middle Class,China
4974,Q45451184,1628,,China
4975,Q45693267,1821,,China
4976,Q15908098,1587,Middle Class,China
4977,Q1822759,355,Middle Class,China
4978,Q11117935,1364,,China
4979,Q700284,772,Elite,China
4980,Q7192013,1727,,China
4981,Q716358,1764,Elite,China
4982,Q45448578,1662,,China
4983,Q28227318,1832,,China
4984,Q376079,1547,,China
4985,Q30158228,1655,,China
4986,Q45704843,1762,,China
4987,Q45700515,1750,,China
4988,Q10932063,1412,,China
4989,Q7225491,1371,Elite,China
4990,Q45551807,1677,Elite,China
4991,Q3080169,1823,Middle Class,China
4992,Q45695489,1753,,China
4993,Q704910,1226,Middle Class,China
4994,Q45600435,1463,,China
4995,Q706832,221,,China
4996,Q10910502,1303,,China
4997,Q11070740,1622,,China
5328,Q3192773,1450,Elite,Japan
5329,Q11458538,1411,,Japan
5330,Q11355941,1810,,Japan
5331,Q3284204,1712,Middle Class,Japan
5332,Q11397478,1817,,Japan
5333,Q11643447,1804,Middle Class,Japan
5334,Q3135437,1714,Elite,Japan
5335,Q108638350,1822,Middle Class,Japan
5336,Q16194907,1786,,Japan
5337,Q1095270,1622,Middle Class,Japan
5338,Q20038683,1686,,Japan
5339,Q1992978,1528,Elite,Japan
5340,Q321612,1848,,Japan
5341,Q11534320,1764,Middle Class,Japan
5342,Q10565610,1748,Middle Class,Japan
5343,Q11465261,1835,,Japan
5344,Q11545176,1842,Middle Class,Japan
5345,Q11534904,1780,Middle Class,Japan
5346,Q11428008,1789,,Japan
5347,Q11640407,1150,Elite,Japan
5348,Q11518092,1800,Middle Class,Japan
5349,Q714175,1734,Middle Class,Japan
5350,Q6565273,1785,Middle Class,Japan
5351,Q3074344,1762,Middle Class,Japan
5352,Q635122,1812,Middle Class,Japan
5353,Q11367417,1810,,Japan
5354,Q11571455,1843,Middle Class,Japan
5355,Q2572749,1776,Middle Class,Japan
5356,Q555629,1832,Middle Class,Japan
5357,Q11585150,1848,,Japan
5358,Q3136342,1751,Middle Class,Japan
5359,Q3191234,1184,Elite,Japan
5360,Q3201266,1207,Elite,Japan
5361,Q60229934,1844,Middle Class,Japan
5362,Q11669778,1836,,Japan
5363,Q2909799,1348,,Japan
5364,Q1995312,1547,Middle Class,Japan
5365,Q7677953,1842,,Japan
5366,Q1036543,1849,,Japan
5367,Q11521796,1850,,Japan
5368,Q3490716,1736,,Japan
5369,Q3201299,1200,Elite,Japan
5370,Q7849981,1840,Elite,Japan
5371,Q11355856,1455,Elite,Japan
5372,Q3075055,1743,Middle Class,Japan
5373,Q3194422,1150,Elite,Japan
5374,Q3074993,1777,Middle Class,Japan
5375,Q6533396,1831,Middle Class,Japan
5376,Q86736916,1832,Middle Class,Japan
5377,Q11433147,1797,Middle Class,Japan
5378,Q11634387,1749,,Japan
5379,Q11561577,1787,,Japan
5380,Q6282510,1822,,Japan
5381,Q6563588,1732,Middle Class,Japan
5382,Q11619046,1731,Middle Class,Japan
5383,Q11366195,1816,,Japan
5384,Q3192788,1519,,Japan
5385,Q110018122,1846,,Japan
5386,Q3511686,1250,Elite,Japan
5387,Q3541627,1250,Elite,Japan
5388,Q11598942,1781,Middle Class,Japan
5389,Q551135,1623,,Japan
5390,Q20039424,1811,,Japan
5391,Q80762546,1833,,Japan
5392,Q11360441,1668,,Japan
5393,Q6960186,1850,,Japan
5394,Q11531057,1737,Middle Class,Japan
5395,Q11553926,1779,Middle Class,Japan
5396,Q7094446,1784,Middle Class,Japan
5397,Q17209212,1825,,Japan
5398,Q3075554,1823,Middle Class,Japan
5399,Q3469342,1763,Elite,Japan
5400,Q7403143,1844,Elite,Japan
5401,Q3100163,1431,Middle Class,Japan
5402,Q11352634,1750,Middle Class,Japan
5403,Q11423699,1846,,Japan
5404,Q66365149,1761,Middle Class,Japan
5405,Q11531062,1850,,Japan
5406,Q16185720,1847,,Japan
5407,Q17224306,1688,,Japan
5408,Q11439082,1717,,Japan
5409,Q11621076,1800,Middle Class,Japan
5410,Q720222,1734,Middle Class,Japan
5411,Q1421708,1750,,Japan
5412,Q60229784,1836,,Japan
5413,Q837903,1548,Elite,Japan
5414,Q11626066,1828,,Japan
5415,Q11423532,1741,Middle Class,Japan
5416,Q18011582,1792,Elite,Japan
5417,Q6563808,1629,Middle Class,Japan
5418,Q11534045,1764,Middle Class,Japan
5419,Q11480170,1730,Middle Class,Japan
5420,Q11536809,1847,,Japan
5421,Q11557065,1735,Middle Class,Japan
5422,Q3128071,1568,,Japan
5423,Q11271697,1566,,Japan
5424,Q11655398,1777,Middle Class,Japan
5425,Q2742793,1798,Middle Class,Japan
5426,Q2118326,1661,Middle Class,Japan
5427,Q11636921,1769,,Japan
5428,Q55050774,1841,Middle Class,Japan
5429,Q2090162,1767,Middle Class,Japan
5430,Q324986,1653,Middle Class,Japan
5431,Q3541614,1801,Middle Class,Japan
5432,Q541021,1320,Elite,Japan
5433,Q99638915,1841,,Japan
5434,Q11677341,1826,,Japan
5435,Q11674237,1821,,Japan
5436,Q3192790,1589,Middle Class,Japan
5437,Q3532583,1496,Elite,Japan
5438,Q6565073,1810,,Japan
5439,Q11580759,1668,Middle Class,Japan
5440,Q10267253,1544,Middle Class,Japan
5441,Q6536257,1835,,Japan
5442,Q3192797,1636,Elite,Japan
5443,Q3151346,1150,,Japan
5444,Q6078862,1828,,Japan
5445,Q17426718,1721,Middle Class,Japan
5446,Q1952005,1609,Middle Class,Japan
5447,Q1004233,1158,Elite,Japan
5448,Q1620267,1782,Middle Class,Japan
5449,Q847002,1748,Elite,Japan
5450,Q3054373,1250,,Japan
5451,Q11605927,1780,,Japan
5452,Q11496410,1708,,Japan
5453,Q11371331,1779,Middle Class,Japan
5454,Q110176093,1789,,Japan
5455,Q17225707,1637,,Japan
5456,Q3343380,1595,,Japan
5457,Q11419172,1776,,Japan
5458,Q6561178,1705,,Japan
5459,Q3317348,1657,Middle Class,Japan
5460,Q313638,1850,Middle Class,Japan
5461,Q11627436,1838,,Japan
5462,Q67734,1848,,Japan
5463,Q11438881,1792,Middle Class,Japan
5464,Q193344,1585,Middle Class,Japan
5465,Q1193167,1827,Subsistence,Japan
5466,Q6446052,1756,,Japan
5467,Q3128831,1681,Middle Class,Japan
5468,Q11673960,1780,Middle Class,Japan
5469,Q11571495,1796,Middle Class,Japan
5470,Q4262800,1796,Middle Class,Japan
5471,Q3122882,1761,Middle Class,Japan
5472,Q11545195,1830,Middle Class,Japan
5473,Q11531788,1824,,Japan
5474,Q11657452,1850,,Japan
5475,Q11633088,1772,Middle Class,Japan
5476,Q11598937,1832,Middle Class,Japan
5477,Q3269307,1611,Middle Class,Japan
5478,Q11625810,1833,,Japan
5479,Q11545116,1832,Middle Class,Japan
5480,Q24866330,1842,,Japan
5481,Q6538534,1608,,Japan
5482,Q11411240,1805,,Japan
5483,Q2753679,1648,Middle Class,Japan
5484,Q1780792,1405,Elite,Japan
5485,Q3545482,1828,Elite,Japan
5486,Q7555428,1616,Middle Class,Japan
5487,Q11669588,1241,,Japan
5488,Q78785567,1794,Middle Class,Japan
5489,Q3423937,1450,,Japan
5490,Q2091289,1278,Elite,Japan
5491,Q2590636,1684,Elite,Japan
5492,Q11480209,1741,Elite,Japan
5493,Q3341484,1390,Elite,Japan
5494,Q101097182,1696,,Japan
5495,Q6428599,1454,Elite,Japan
5496,Q45722865,1818,Middle Class,Japan
5497,Q635200,1724,,Japan
5498,Q382306,1738,Middle Class,Japan
5499,Q3075013,1804,,Japan
5500,Q24286813,1753,Middle Class,Japan
5501,Q22125780,1821,,Japan
5502,Q11545182,1837,Middle Class,Japan
5503,Q737819,1745,Middle Class,Japan
5504,Q860563,1465,Elite,Japan
5505,Q11668738,1806,,Japan
5506,Q746217,1618,Middle Class,Japan
5507,Q6565636,1619,Middle Class,Japan
5508,Q35858904,1814,Middle Class,Japan
5509,Q6538434,1670,,Japan
5510,Q6562691,1722,Middle Class,Japan
5511,Q36668076,1744,Middle Class,Japan
5512,Q11621075,1810,Middle Class,Japan
5513,Q548162,1659,Elite,Japan
5514,Q11466164,1821,Middle Class,Japan
5515,Q1394396,1782,Middle Class,Japan
5516,Q11645150,1825,Middle Class,Japan
5517,Q11561582,1771,Middle Class,Japan
5518,Q11483741,1814,Middle Class,Japan
5519,Q4071127,1791,,Japan
5520,Q11661892,1669,Middle Class,Japan
5521,Q11356468,1808,Middle Class,Japan
5522,Q11480242,1812,Middle Class,Japan
5523,Q6526576,1837,Middle Class,Japan
5524,Q6535247,1845,,Japan
5525,Q11585666,1583,Middle Class,Japan
5526,Q3490682,1664,,Japan
5527,Q5676,1644,Middle Class,Japan
5528,Q317736,1798,Middle Class,Japan
5529,Q11534323,1803,Middle Class,Japan
