,individual_wikidata_id,birthyear,classification,region_name
2081,Q5484029,1627,,China
2082,Q45688950,1662,,China
2083,Q6128042,1781,Middle Class,China
2084,Q32019,1733,Middle Class,China
2085,Q5310070,1396,Middle Class,China
2086,Q703117,501,Elite,China
2087,Q4141654,1505,,China
2088,Q834889,1245,Elite,China
2089,Q706779,1002,Middle Class,China
2090,Q11068326,1773,,China
2091,Q61859938,1602,,China
2092,Q3515041,1800,,China
2093,Q10918593,1640,,China
2094,Q10977452,1508,,China
2095,Q3089320,1582,Middle Class,China
2096,Q704735,1280,Middle Class,China
2097,Q79203,233,Middle Class,China
2098,Q45527862,1425,Middle Class,China
2099,Q7488357,1209,,China
2100,Q7267604,1763,Middle Class,China
2101,Q45687532,1280,,China
2102,Q101077303,1846,,China
2103,Q11068759,1248,,China
2104,Q45525018,1628,,China
2105,Q834579,1648,Elite,China
2106,Q45691593,1692,,China
2107,Q6127545,1526,Elite,China
2108,Q11126264,1730,Elite,China
2109,Q11095891,1579,,China
2110,Q28777,1210,,China
2111,Q270130,1262,Elite,China
2112,Q2501012,1669,Elite,China
2113,Q45665099,1776,,China
2114,Q45488494,1692,,China
2115,Q45472008,1628,,China
2116,Q10564222,1279,Elite,China
2117,Q45491173,1822,,China
2118,Q45493386,1589,,China
2119,Q16077446,1668,,China
2120,Q2655284,1314,Elite,China
2121,Q10886251,1483,Elite,China
2122,Q2095609,1837,,China
2123,Q45554144,1622,,China
2124,Q986653,601,Middle Class,China
2125,Q334090,-400,Elite,China
2126,Q110175708,1634,,China
2127,Q15936320,1722,Middle Class,China
2128,Q95152042,1708,,China
2129,Q15922438,699,Elite,China
2130,Q1564673,745,,China
2131,Q11138123,1590,Middle Class,China
2132,Q10900562,1617,,China
2133,Q11658287,1612,,China
2134,Q45461647,1843,,China
2135,Q1275360,1019,Middle Class,China
2136,Q563564,1029,Elite,China
2137,Q1360244,1195,,China
2138,Q740373,398,Elite,China
2139,Q11293998,1757,,China
2140,Q16076032,1754,,China
2141,Q11118628,1813,Middle Class,China
2142,Q28148311,1831,,China
2143,Q1657543,1708,,China
2144,Q16077062,937,Elite,China
2145,Q4272132,1137,Middle Class,China
2146,Q632765,1178,Middle Class,China
2147,Q706890,1795,Middle Class,China
2148,Q3200407,1612,Middle Class,China
2149,Q45702002,1756,Middle Class,China
2150,Q7361552,1697,Elite,China
2151,Q3386443,1706,,China
2152,Q197649,127,Elite,China
2153,Q3575977,375,Middle Class,China
2154,Q45494242,1318,,China
2155,Q371966,1574,Middle Class,China
2156,Q10922985,1682,Middle Class,China
2157,Q11143681,1613,Middle Class,China
2158,Q11096474,1666,,China
2159,Q11094767,1458,,China
2160,Q43137156,1658,,China
2161,Q45455535,1628,Middle Class,China
2162,Q110176583,1799,,China
2163,Q10788251,888,Elite,China
2164,Q10944224,1673,,China
2165,Q11643050,1810,Middle Class,China
2166,Q43137203,1831,Middle Class,China
2167,Q18225790,434,,China
2168,Q11100109,1649,,China
2169,Q3274593,228,Elite,China
2170,Q3237573,1350,,China
2171,Q10918962,1610,,China
2172,Q6540023,1521,Middle Class,China
2173,Q2585778,1496,Elite,China
2174,Q11091244,1637,,China
2175,Q15941140,1469,Middle Class,China
2176,Q15932139,1850,,China
2177,Q25712553,1762,,China
2178,Q10566148,519,Elite,China
2179,Q16239631,1227,,China
2180,Q709241,1746,Elite,China
2181,Q11069019,1722,,China
2182,Q559754,1782,Middle Class,China
2183,Q11043371,1832,,China
2184,Q1195906,1613,Middle Class,China
2185,Q11884,1703,Elite,China
2186,Q19853653,1671,,China
2187,Q110176589,1754,,China
2188,Q403757,-400,,China
2189,Q10924410,1575,,China
2190,Q30944518,1671,,China
2191,Q320150,982,Elite,China
2192,Q3028266,1840,Middle Class,China
2193,Q45685002,1821,,China
2194,Q19361378,1839,,China
2195,Q28416926,1715,,China
2196,Q45690722,1821,,China
2197,Q1204208,1838,Elite,China
2198,Q11067656,1823,,China
2199,Q16138226,1314,,China
2200,Q45689757,1646,,China
2201,Q22093647,1756,,China
2202,Q45621135,1836,,China
2203,Q45438643,1831,,China
2204,Q45439671,1796,,China
2205,Q3287196,1150,,China
2206,Q5091211,1785,,China
2207,Q979653,499,,China
2208,Q8070453,1686,,China
2209,Q45488558,1692,,China
2210,Q8249439,1619,Elite,China
2211,Q11105457,1775,,China
2212,Q702609,1592,Elite,China
2213,Q45459926,1825,,China
2214,Q110176635,1773,Middle Class,China
2215,Q11110231,1616,,China
2216,Q11611790,1633,,China
2217,Q16077249,1586,,China
2218,Q10920313,1814,,China
2219,Q1448101,1658,,China
2220,Q862764,183,,China
2221,Q7411746,1749,Middle Class,China
2222,Q12147676,1592,Elite,China
2223,Q10889491,1665,,China
2224,Q1066825,250,,China
2225,Q17030818,1789,,China
2226,Q6653701,1618,Middle Class,China
2227,Q45407693,1242,,China
2228,Q5208978,1244,,China
2229,Q431510,-297,Elite,China
2230,Q45653129,1620,,China
2231,Q715400,1844,Middle Class,China
2232,Q712125,101,,China
2233,Q11068290,1577,Middle Class,China
2234,Q45520965,1817,,China
2235,Q16240012,1644,Middle Class,China
2236,Q15934970,1322,,China
2237,Q11098211,1686,,China
2238,Q2856647,-267,Elite,China
2239,Q45496935,1843,,China
2240,Q45694178,1766,,China
2241,Q45451355,1730,,China
2242,Q10920879,1476,,China
2243,Q11089447,991,Elite,China
2244,Q45696612,1785,,China
2245,Q15920128,1667,,China
2246,Q712109,1336,Middle Class,China
2247,Q724293,384,,China
2248,Q5433784,1227,Elite,China
2249,Q10919650,1145,,China
2250,Q13553235,1466,Middle Class,China
2251,Q45700034,1754,,China
2252,Q45440923,1796,,China
2253,Q7967402,1600,Middle Class,China
2254,Q45704513,1766,,China
2255,Q306673,1470,Elite,China
2256,Q45679319,1327,Middle Class,China
2257,Q10918951,1773,,China
2258,Q1290765,697,Middle Class,China
2259,Q11573162,1648,,China
2260,Q890613,934,Middle Class,China
2261,Q203782,813,Elite,China
2262,Q838073,1823,Middle Class,China
2263,Q16077275,1535,Middle Class,China
2264,Q16075853,1699,Middle Class,China
2265,Q15902634,1631,,China
2266,Q948270,733,Subsistence,China
2267,Q45692729,1728,,China
2268,Q45466539,1766,,China
2269,Q28190295,1790,,China
2270,Q731030,1301,Elite,China
2271,Q7333,1371,Subsistence,China
2272,Q16259886,1617,,China
2273,Q45705488,1779,,China
2274,Q8666,1320,Elite,China
2275,Q2949846,250,Elite,China
2276,Q45696668,1723,,China
2278,Q3831549,1519,Middle Class,China
2279,Q14507971,1623,,China
2280,Q366120,-290,Middle Class,China
2281,Q11118543,1675,,China
2282,Q16077461,1845,,China
2283,Q6939957,1836,Middle Class,China
2284,Q11608601,1535,,China
2285,Q45519501,1617,,China
2286,Q8045165,1517,Middle Class,China
2287,Q15725501,1740,Middle Class,China
2288,Q16260561,1755,Middle Class,China
2289,Q45639242,1463,,China
2290,Q7638672,1711,,China
2291,Q10300427,1498,Middle Class,China
2292,Q10924361,1762,,China
2293,Q11643930,1806,Middle Class,China
2294,Q10799766,1289,,China
2295,Q10918773,1435,,China
2296,Q30944625,1812,,China
2297,Q11136934,1626,Middle Class,China
2298,Q464470,1084,Elite,China
2299,Q45693322,1796,,China
2300,Q45450358,1809,,China
2301,Q65800138,1401,,China
2302,Q721874,1835,Middle Class,China
2303,Q11064127,305,Elite,China
2304,Q45669968,1450,,China
2305,Q2344113,1350,Middle Class,China
2306,Q45412996,1292,,China
2307,Q65799373,1666,,China
2308,Q702525,1269,Middle Class,China
2309,Q11572877,1833,Middle Class,China
2310,Q11108893,1695,,China
2311,Q4587779,1597,Middle Class,China
2312,Q7967747,1749,,China
2313,Q45689672,1662,,China
2314,Q45701566,1755,,China
2315,Q2559287,850,,China
2316,Q845669,1209,Middle Class,China
2317,Q5952180,1543,Middle Class,China
2318,Q2032614,1254,Middle Class,China
2319,Q11070833,1561,,China
2320,Q56760586,-200,,China
2321,Q45651702,1664,,China
2322,Q3893897,1748,,China
2323,Q11563572,1627,,China
2324,Q16904425,1780,,China
2325,Q45460428,1821,,China
2326,Q1185798,-199,,China
2327,Q11042295,1630,Elite,China
2328,Q45657425,1650,Middle Class,China
2329,Q318998,768,Elite,China
2330,Q89425230,1750,,Italy
2331,Q3695660,1779,,Italy
2332,Q3288557,1586,Middle Class,Italy
2333,Q55897525,1834,Elite,Italy
2334,Q19357965,1812,,Italy
2335,Q3659445,1780,Middle Class,Italy
2336,Q739286,1822,Middle Class,Italy
2337,Q61481784,1807,,Italy
2338,Q14566974,1762,,Italy
2339,Q82705837,1790,,Italy
2340,Q21208865,1824,,Italy
2341,Q3767279,1689,,Italy
2342,Q3713796,1500,,Italy
2343,Q94109880,1801,,Italy
2344,Q3703137,1836,Middle Class,Italy
2345,Q3906144,1688,,Italy
2346,Q94694438,1773,,Italy
2347,Q21207168,1621,,Italy
2348,Q602343,1798,,Italy
2349,Q3362629,1650,,Italy
2350,Q970559,1430,Middle Class,Italy
2351,Q177869,1523,Middle Class,Italy
2352,Q18508246,1819,,Italy
2353,Q128216,1468,Middle Class,Italy
2354,Q3836903,1425,Middle Class,Italy
2355,Q21559782,1700,Elite,Italy
2356,Q111034851,1750,,Italy
2357,Q64364395,1780,,Italy
2358,Q3767874,1723,,Italy
2359,Q1692450,1798,,Italy
2360,Q20006591,1725,,Italy
2361,Q6101516,1830,Elite,Italy
2362,Q110081553,1838,,Italy
2363,Q379560,1781,Middle Class,Italy
2364,Q15967292,1719,Elite,Italy
2365,Q3897007,1731,,Italy
2366,Q1567177,1835,Middle Class,Italy
2367,Q112348134,1804,,Italy
2368,Q363165,1501,,Italy
2369,Q111235257,1580,,Italy
2370,Q23419088,1802,,Italy
2371,Q3362602,1749,,Italy
2372,Q3767669,1455,Middle Class,Italy
2373,Q3766079,1613,Middle Class,Italy
2374,Q55226551,1840,,Italy
2375,Q3616930,1797,,Italy
2376,Q15403504,1822,,Italy
2377,Q1441226,1660,Middle Class,Italy
2378,Q97578407,1845,,Italy
2379,Q2055429,1576,Middle Class,Italy
2380,Q3339602,1660,Elite,Italy
2381,Q20006714,1731,,Italy
2382,Q23418817,1691,,Italy
2383,Q61917837,1843,,Italy
2384,Q102076085,1806,,Italy
2385,Q30731390,1818,Middle Class,Italy
2386,Q3992841,1460,Middle Class,Italy
2387,Q102279625,1790,,Italy
2388,Q21208786,1849,,Italy
2389,Q102076228,1821,,Italy
2390,Q55226894,1845,,Italy
2391,Q55227443,1754,,Italy
2392,Q16885518,1757,,Italy
2393,Q3615528,1645,,Italy
2394,Q3663098,1710,,Italy
2395,Q3080986,1802,Middle Class,Italy
2396,Q704792,1733,,Italy
2397,Q18945594,1462,Middle Class,Italy
2398,Q328132,1690,,Italy
2399,Q3745100,1708,,Italy
2400,Q16062576,1820,,Italy
2401,Q5684449,1606,,Italy
2402,Q445084,1385,,Italy
2403,Q55228048,1802,Middle Class,Italy
2404,Q65560398,1850,Elite,Italy
2405,Q16527471,1818,,Italy
2406,Q4013084,1751,,Italy
2407,Q3770911,1743,Middle Class,Italy
2408,Q16268404,1762,,Italy
2409,Q55227915,1765,,Italy
2410,Q3697708,1836,,Italy
2411,Q88791674,1744,,Italy
2412,Q28599878,1651,,Italy
2413,Q21611837,1833,,Italy
2414,Q27267717,1814,,Italy
2415,Q3875873,1474,Middle Class,Italy
2416,Q48809088,1559,,Italy
2417,Q1091222,1350,,Italy
2418,Q23710591,1490,,Italy
2419,Q87181318,1624,,Italy
2420,Q982557,1656,Middle Class,Italy
2421,Q17329181,1730,,Italy
2422,Q35555778,1848,,Italy
2423,Q950359,1833,Middle Class,Italy
2424,Q110176209,1850,,Italy
2425,Q3749938,1844,Middle Class,Italy
2426,Q96053280,1801,Middle Class,Italy
2427,Q102075862,1828,,Italy
2428,Q21209119,1711,,Italy
2429,Q19966614,1835,,Italy
2430,Q18418005,1410,,Italy
2431,Q3763686,1825,,Italy
2432,Q24232514,1530,Middle Class,Italy
2433,Q2854095,1715,,Italy
2434,Q3856565,1682,,Italy
2435,Q3770078,1735,,Italy
2436,Q20646109,1701,,Italy
2437,Q3769471,1651,,Italy
2438,Q30018468,1657,,Italy
2439,Q3903976,1812,,Italy
2440,Q43174,1490,Middle Class,Italy
2441,Q16941992,1842,,Italy
2442,Q7452639,1324,,Italy
2443,Q763820,1373,Middle Class,Italy
2444,Q1140445,1640,,Italy
2445,Q431336,1771,Middle Class,Italy
2446,Q21519953,1837,,Italy
2447,Q24033544,1824,,Italy
2448,Q349507,1668,Elite,Italy
2449,Q110583522,1750,,Italy
2450,Q740094,1769,,Italy
2451,Q3616961,1847,,Italy
2452,Q106767840,1724,,Italy
2453,Q17279924,1312,,Italy
2454,Q19357491,1616,,Italy
2455,Q1042124,1849,Elite,Italy
2456,Q2903544,1784,Middle Class,Italy
2457,Q24262669,1454,,Italy
2458,Q3710748,1531,Middle Class,Italy
2459,Q55227549,1713,,Italy
2460,Q1526453,1445,Elite,Italy
2461,Q971789,1401,,Italy
2462,Q312686,1605,Middle Class,Italy
2463,Q3850259,1505,,Italy
2464,Q111153488,1330,Middle Class,Italy
2465,Q55225004,1812,,Italy
2466,Q38776436,1569,,Italy
2467,Q434834,1392,Middle Class,Italy
2468,Q325464,1756,Middle Class,Italy
2469,Q16180509,1821,,Italy
2470,Q94939661,1612,,Italy
2471,Q770787,1376,Middle Class,Italy
2472,Q21548559,1693,,Italy
2473,Q86835839,1797,,Italy
2474,Q63982799,1772,,Italy
2475,Q2345205,1557,Middle Class,Italy
2476,Q2306932,1647,Middle Class,Italy
2477,Q4231486,1702,Middle Class,Italy
2478,Q146041,1540,,Italy
2479,Q23619845,1845,,Italy
2480,Q3618875,1724,Elite,Italy
2481,Q1394214,1429,Middle Class,Italy
2482,Q34485558,1718,,Italy
2483,Q2260160,1360,Middle Class,Italy
2484,Q3108131,1520,Middle Class,Italy
2485,Q318787,1462,Middle Class,Italy
2486,Q2016286,1725,,Italy
2487,Q64828851,1535,Middle Class,Italy
2488,Q1377115,1540,Elite,Italy
2489,Q3734277,1816,,Italy
2490,Q496652,1590,Middle Class,Italy
2491,Q882194,1689,Middle Class,Italy
2492,Q3953749,1828,Middle Class,Italy
2493,Q599457,1465,Middle Class,Italy
2494,Q958865,1602,,Italy
2495,Q2690429,1689,,Italy
2496,Q3831618,1768,,Italy
2497,Q104275,1728,Middle Class,Italy
2498,Q3712929,1591,,Italy
2499,Q16576156,1839,,Italy
2500,Q3721462,1814,,Italy
2501,Q30234184,1731,,Italy
2502,Q56334603,1589,,Italy
2503,Q52993314,1795,,Italy
2504,Q2256273,1540,Middle Class,Italy
2505,Q18417109,1784,,Italy
2506,Q3955733,1733,,Italy
2507,Q2311008,1834,,Italy
2508,Q17510939,1747,Middle Class,Italy
2509,Q202420,1835,Middle Class,Italy
2510,Q98636687,1821,,Italy
2511,Q19165,1710,Middle Class,Italy
2512,Q644181,1228,Elite,Italy
2513,Q21289023,1757,Elite,Italy
2514,Q4013340,1823,,Italy
2515,Q76718,1728,Middle Class,Italy
2516,Q3613838,1590,,Italy
2517,Q3856471,1802,,Italy
2518,Q2857183,1351,,Italy
2519,Q3349145,1595,,Italy
2520,Q55226311,1672,,Italy
2521,Q1697612,1490,,Italy
2522,Q3903637,1687,,Italy
2523,Q21345058,1842,,Italy
2524,Q54152481,1746,,Italy
2525,Q100149173,1817,,Italy
2526,Q1054145,1450,,Italy
2527,Q59417378,1829,,Italy
2528,Q3619375,1838,Middle Class,Italy
2529,Q1440908,1714,Middle Class,Italy
2530,Q105871724,1650,,Italy
2531,Q4763275,1608,,Italy
2532,Q3839342,1776,,Italy
2533,Q3846114,1606,,Italy
2534,Q3929063,1813,,Italy
2535,Q94643969,1770,Elite,Italy
2536,Q58819510,1679,,Italy
2537,Q1355714,1711,Middle Class,Italy
2538,Q2600590,1542,Middle Class,Italy
2539,Q47468662,1810,,Italy
2540,Q3694324,1781,Elite,Italy
2541,Q942721,1545,,Italy
2542,Q954126,1480,Middle Class,Italy
2543,Q3770529,1839,,Italy
2544,Q94896198,1823,,Italy
2545,Q3108086,1653,Middle Class,Italy
2546,Q3766991,1381,Elite,Italy
2547,Q3712936,1838,,Italy
2548,Q531430,1638,Middle Class,Italy
2549,Q744092,1452,Middle Class,Italy
2550,Q5186474,1462,Middle Class,Italy
2551,Q105479871,1552,Elite,Italy
2552,Q3299661,1564,Middle Class,Italy
2553,Q63967949,1847,,Italy
2554,Q55226555,1531,Middle Class,Italy
2555,Q320857,1840,Middle Class,Italy
2556,Q3099938,1387,,Italy
2557,Q5026703,1797,,Italy
2558,Q28532428,1796,,Italy
2559,Q171637,1762,Middle Class,Italy
2560,Q98960664,1505,,Italy
2561,Q3758661,1475,,Italy
2562,Q102279696,1836,,Italy
2563,Q2835213,1762,Middle Class,Italy
2564,Q109860513,1572,,Italy
2565,Q4228919,1814,,Italy
2566,Q954504,1498,Middle Class,Italy
2567,Q3605037,1764,,Italy
2568,Q21589763,1847,,Italy
2569,Q30234205,1485,,Italy
2570,Q104252036,1602,,Italy
2571,Q55227403,1721,,Italy
2572,Q98106199,1820,,Italy
2573,Q86919399,1470,,Italy
2574,Q3839816,1771,Middle Class,Italy
2575,Q106584889,1787,Middle Class,Italy
2576,Q3619784,1805,,Italy
2577,Q1995074,1605,Middle Class,Italy
2578,Q16551798,1819,,Italy
2579,Q3767740,1698,,Italy
2580,Q16059521,1831,,Italy
2581,Q23308779,1779,,Italy
2582,Q5563846,1571,Elite,Italy
2583,Q3762112,1808,,Italy
2584,Q4196226,1849,,Italy
2585,Q11906051,1786,,Italy
2586,Q60022028,1847,,Italy
2587,Q921242,1610,Middle Class,Italy
2588,Q26857828,1814,,Italy
2589,Q102278235,1848,Middle Class,Italy
2590,Q41559496,1844,,Italy
2591,Q536325,1650,,Italy
2592,Q3606775,1595,,Italy
2593,Q60481121,1457,,Italy
2594,Q101808965,1831,,Italy
2595,Q3904292,1765,,Italy
2596,Q108892330,1725,,Italy
2597,Q25993123,1594,,Italy
2598,Q3769569,1741,,Italy
2599,Q5295436,1841,,Italy
2600,Q769588,1840,Middle Class,Italy
2601,Q31676457,1678,Middle Class,Italy
2602,Q5565292,1845,,Italy
2603,Q110485811,1732,,Italy
2604,Q100136662,1847,,Italy
2605,Q26944037,1757,Elite,Italy
2606,Q20056516,1673,,Italy
2607,Q55037521,1835,,Italy
2608,Q167220,1533,Middle Class,Italy
2609,Q3754160,1849,,Italy
2610,Q55677818,1837,,Italy
2611,Q43957,1825,Middle Class,Italy
2612,Q1446029,1797,,Italy
2613,Q104219546,1821,,Italy
2614,Q3388083,1590,,Italy
2615,Q334262,1591,Middle Class,Italy
2616,Q60817951,1734,,Italy
2617,Q21663920,1711,,Italy
2618,Q3071883,1811,,Italy
2619,Q682088,1780,,Italy
2620,Q1042332,1538,,Italy
2621,Q3750378,1707,,Italy
2622,Q21055305,1440,,Italy
2623,Q58870794,1490,,Italy
2624,Q1563280,1600,,Italy
2625,Q724827,1447,Middle Class,Italy
2626,Q722736,1230,Elite,Italy
2627,Q699290,1730,Middle Class,Italy
2628,Q17576311,1590,,Italy
2629,Q1345485,1819,Middle Class,Italy
2630,Q3908321,1845,,Italy
2631,Q22328339,1511,,Italy
2632,Q52218545,1820,,Italy
2633,Q7442579,1490,Middle Class,Italy
2634,Q3741979,1844,,Italy
2635,Q4762938,1775,,Italy
2636,Q3081009,1676,Middle Class,Italy
2637,Q105801550,1792,Middle Class,Italy
2638,Q50810349,1685,,Italy
2639,Q4013970,1849,,Italy
2640,Q106351451,1700,,Italy
2641,Q94945158,1663,Middle Class,Italy
2642,Q3768475,1340,Middle Class,Italy
2643,Q1117014,1583,,Italy
2644,Q93856686,1560,,Italy
2645,Q55875388,1753,,Italy
2646,Q21001595,1765,,Italy
2647,Q3547624,1430,,Italy
2648,Q29639051,1848,,Italy
2649,Q42303905,1717,,Italy
2650,Q107028895,1495,,Italy
2651,Q15449332,1843,Middle Class,Italy
2652,Q3759841,1766,,Italy
2653,Q2832825,1726,,Italy
2654,Q715845,1512,Middle Class,Italy
2655,Q3651546,1840,Middle Class,Italy
2656,Q3769747,1779,Elite,Italy
2657,Q1411610,1659,Middle Class,Italy
2658,Q61472417,1785,,Italy
2659,Q3659576,1850,,Italy
2660,Q51559955,1840,,Italy
2661,Q3836360,1739,,Italy
2662,Q527235,1538,Middle Class,Italy
2663,Q43134370,1841,,Italy
2664,Q3107968,1715,,Italy
2665,Q88169279,1846,,Italy
2666,Q594181,1676,,Italy
2667,Q3762089,1849,Middle Class,Italy
2668,Q16559553,1495,,Italy
2669,Q734344,1320,Middle Class,Italy
2670,Q102278227,1835,,Italy
2671,Q3010528,1802,,Italy
2672,Q560528,1737,Middle Class,Italy
2673,Q2857465,1785,Elite,Italy
2674,Q1229711,1514,Middle Class,Italy
2675,Q18945280,1495,Middle Class,Italy
2676,Q23418782,1715,Elite,Italy
2677,Q26401264,1644,,Italy
2678,Q15633606,1300,,Italy
2679,Q29300,1524,Elite,Italy
2680,Q16572209,1826,,Italy
2681,Q2846428,1420,,Italy
2682,Q21518393,1786,,Italy
2683,Q41342246,1803,,Italy
2684,Q42860790,1700,,Italy
2685,Q1440918,1678,Middle Class,Italy
2686,Q3776540,1722,,Italy
2687,Q3104441,1550,,Italy
2688,Q16912789,1815,,Italy
2689,Q102075987,1847,,Italy
2690,Q777310,1653,Elite,Italy
2691,Q55681333,1770,,Italy
2692,Q4013327,1838,,Italy
2693,Q918778,1501,Subsistence,Italy
2694,Q84561676,1534,,Italy
2695,Q1192715,1612,Middle Class,Italy
2696,Q17280032,1772,,Italy
2697,Q48795077,1779,,Italy
2698,Q109829496,1845,,Italy
2699,Q97572192,1750,,Italy
2700,Q3616129,1319,,Italy
2701,Q348311,1463,Middle Class,Italy
2702,Q100315377,1746,,Italy
2703,Q5565449,1699,Middle Class,Italy
2704,Q296265,1457,Middle Class,Italy
2705,Q27824255,1650,,Italy
2706,Q18236218,1842,,Italy
2707,Q55225623,1592,,Italy
2708,Q33528621,1741,,Italy
2709,Q29589243,1505,,Italy
2710,Q539577,1374,Middle Class,Italy
2711,Q55227501,1667,,Italy
2712,Q712650,1420,Middle Class,Italy
2713,Q12954103,1650,,Italy
2714,Q79367309,1798,Middle Class,Italy
2715,Q3724548,1835,Middle Class,Italy
2716,Q5873903,1804,,Italy
2717,Q3830371,1543,,Italy
2718,Q3876582,1677,,Italy
2719,Q1411187,1705,Middle Class,Italy
2720,Q33125618,1470,,Italy
2721,Q18736338,1776,,Italy
2722,Q86596401,1848,,Italy
2723,Q21903501,1461,,Italy
2724,Q9348,1503,Middle Class,Italy
2725,Q3615477,1758,,Italy
2726,Q3310841,1384,Middle Class,Italy
2727,Q19569859,1380,,Italy
2728,Q55225556,1518,,Italy
2729,Q3106993,1639,Middle Class,Italy
2730,Q47468692,1822,,Italy
2731,Q21556299,1801,,Italy
2732,Q85769990,1827,,Italy
2733,Q3559961,1838,,Italy
2734,Q30077041,1826,,Italy
2735,Q3768970,1541,Elite,Italy
2736,Q1394847,1210,Elite,Italy
2737,Q55225218,1544,,Italy
2738,Q18912801,1819,,Italy
2739,Q3745798,1390,Middle Class,Italy
2740,Q16185868,1433,Middle Class,Italy
2741,Q1522142,1772,Middle Class,Italy
2742,Q3651567,1802,Elite,Italy
2743,Q104551481,1472,,Italy
2744,Q1136470,1529,Middle Class,Italy
2745,Q21470300,1840,Elite,Italy
2746,Q43084023,1630,,Italy
2747,Q3712960,1715,Middle Class,Italy
2748,Q52154113,1661,,Italy
2749,Q52154643,1802,Elite,Italy
2750,Q1448895,1746,Middle Class,Italy
2751,Q41569507,1746,,Italy
2752,Q108283513,1785,Middle Class,Italy
2753,Q1438976,1820,,Italy
2754,Q102076224,1843,Middle Class,Italy
2755,Q21522529,1834,,Italy
2756,Q3665412,1821,,Italy
2757,Q3903724,1773,,Italy
2758,Q98681573,1546,,Italy
2759,Q52419910,1486,,Italy
2760,Q5295442,1400,,Italy
2761,Q55226577,1811,,Italy
2762,Q23617930,1823,,Italy
2763,Q1525865,1825,,Italy
2764,Q55228623,1841,,Italy
2765,Q63618296,1850,,Italy
2766,Q63338462,1805,,Italy
2767,Q3080925,1574,Middle Class,Italy
2768,Q3733911,1839,,Italy
2769,Q36293444,1818,Middle Class,Italy
2770,Q3929609,1822,Middle Class,Italy
2771,Q16657980,1600,,Italy
2772,Q98640326,1846,,Italy
2773,Q16559444,1839,Middle Class,Italy
2774,Q42768195,1656,,Italy
2775,Q16066457,1846,,Italy
2776,Q2978552,1570,Elite,Italy
2777,Q1045355,1799,Elite,Italy
2778,Q3620099,1535,,Italy
2779,Q6844876,1706,,Italy
2780,Q3635438,1492,Middle Class,Italy
2781,Q4009535,1748,,Italy
