,region_name,classification,decade
4351,Japan,Elite,1050
4352,Japan,Middle Class,1690
4353,Japan,Elite,1360
4354,Japan,Middle Class,1820
4355,Japan,Elite,1610
4356,Japan,Elite,1350
4357,Japan,Middle Class,1850
4358,Japan,Elite,1320
4359,Japan,Elite,1690
4360,Japan,Middle Class,1880
4361,Japan,Middle Class,1770
4362,Japan,Elite,1770
4363,Japan,Elite,1070
4364,Japan,Middle Class,1820
4365,Japan,Middle Class,1790
4366,Japan,Middle Class,1870
4367,Japan,Middle Class,1620
4368,Japan,Middle Class,1800
4369,Japan,Middle Class,1860
4370,Japan,Middle Class,1870
4371,Japan,Middle Class,1870
4372,Japan,Middle Class,1680
4373,Japan,Middle Class,1880
4374,Japan,Middle Class,1840
4375,Japan,Elite,1840
4376,Japan,Middle Class,1740
4377,Japan,Middle Class,1700
4378,Japan,Middle Class,1720
4379,Japan,Elite,1830
4380,Japan,Elite,1850
4381,Japan,Middle Class,1820
4382,Japan,Middle Class,1870
4383,Japan,Middle Class,1880
4384,Japan,Elite,1570
4385,Japan,Middle Class,1790
4386,Japan,Middle Class,1810
4387,Japan,Middle Class,1680
4388,Japan,Middle Class,1860
4389,Japan,Middle Class,1850
4390,Japan,Middle Class,1790
4391,Japan,Elite,1510
4392,Japan,Elite,1280
4393,Japan,Middle Class,1850
4394,Japan,Middle Class,1860
4395,Japan,Middle Class,1460
4396,Japan,Middle Class,1660
4397,Japan,Subsistence,1860
4398,Japan,Middle Class,1830
4399,Japan,Elite,1490
4400,Japan,Middle Class,1810
4401,Japan,Middle Class,1780
4402,Japan,Middle Class,1810
4403,Japan,Middle Class,1870
4404,Japan,Elite,1850
4405,Japan,Middle Class,1780
4406,Japan,Middle Class,1820
4407,Japan,Middle Class,1840
4408,Japan,Middle Class,1840
4409,Japan,Middle Class,1800
4410,Japan,Middle Class,1860
4411,Japan,Middle Class,1870
4412,Japan,Middle Class,1830
4413,Japan,Middle Class,1770
4414,Japan,Middle Class,1750
4415,Japan,Middle Class,1870
4416,Japan,Elite,1850
4417,Japan,Elite,1830
4418,Japan,Middle Class,1860
4419,Japan,Middle Class,1860
4420,Japan,Middle Class,1800
4421,Japan,Middle Class,1870
4422,Japan,Middle Class,1780
4423,Japan,Middle Class,1870
4424,Japan,Middle Class,1800
4425,Japan,Middle Class,1660
4426,Japan,Middle Class,1880
4427,Japan,Middle Class,1600
4428,Japan,Middle Class,1880
4429,Japan,Middle Class,1700
4430,Japan,Middle Class,1790
4431,Japan,Middle Class,1660
4432,Japan,Middle Class,1690
4433,Japan,Middle Class,1860
4434,Japan,Middle Class,1840
4435,Japan,Middle Class,1720
4436,Japan,Middle Class,1780
4437,Japan,Middle Class,1770
4438,Japan,Middle Class,1810
4439,Japan,Middle Class,1660
4440,Japan,Middle Class,1810
4441,Japan,Middle Class,1840
4442,Japan,Middle Class,1830
4443,Japan,Middle Class,1690
4444,Japan,Middle Class,1760
4445,Japan,Middle Class,1690
4446,Japan,Middle Class,1780
4447,Japan,Middle Class,1650
4448,Japan,Middle Class,1840
4449,Japan,Middle Class,1830
4450,Japan,Middle Class,1780
4451,Japan,Middle Class,1880
4452,Japan,Middle Class,1700
4453,Japan,Middle Class,1790
4454,Japan,Elite,1840
4455,Japan,Middle Class,1880
4456,Japan,Elite,1590
4457,Japan,Elite,1870
4458,Japan,Elite,1330
4459,Japan,Middle Class,1880
4460,Japan,Elite,1810
4461,Japan,Middle Class,1790
4462,Japan,Middle Class,1750
4463,Japan,Middle Class,1810
4464,Japan,Middle Class,1830
4465,Japan,Middle Class,1820
4466,Japan,Middle Class,1860
4467,Japan,Middle Class,1860
4468,Japan,Middle Class,1840
4469,Japan,Middle Class,1880
4470,Japan,Middle Class,1840
4471,Japan,Middle Class,1630
4472,Japan,Middle Class,1550
4473,Japan,Middle Class,1870
4474,Japan,Elite,1270
4475,Japan,Middle Class,1820
4476,Japan,Middle Class,1880
4477,Japan,Elite,1180
4478,Japan,Elite,1180
4479,Japan,Middle Class,1770
4480,Japan,Elite,1190
4481,Japan,Middle Class,1570
4482,Japan,Middle Class,1770
4483,Japan,Elite,1120
4484,Japan,Elite,1850
4485,Japan,Elite,1870
4486,Japan,Elite,1180
4487,Japan,Middle Class,1780
4488,Japan,Middle Class,1850
4489,Japan,Middle Class,1790
4490,Japan,Middle Class,1680
4491,Japan,Elite,1880
4492,Japan,Elite,1580
4493,Japan,Middle Class,1580
4494,Japan,Elite,1610
4495,Japan,Middle Class,1660
4496,Japan,Middle Class,1650
4497,Japan,Middle Class,1870
4498,Japan,Middle Class,1880
4499,Japan,Middle Class,1650
4500,Japan,Middle Class,1630
4501,Japan,Elite,1850
4502,Japan,Middle Class,1850
4503,Japan,Elite,1880
4504,Japan,Elite,1880
4505,Japan,Middle Class,1880
4506,Japan,Middle Class,1670
4507,Japan,Middle Class,1830
4508,Japan,Middle Class,1710
4509,Japan,Middle Class,1760
4510,Japan,Middle Class,1810
4511,Japan,Elite,1140
4512,Japan,Elite,1580
4513,Japan,Elite,1660
4514,Japan,Elite,1780
4515,Japan,Elite,1610
4516,Japan,Elite,1870
4517,Japan,Elite,1500
4518,Japan,Middle Class,1880
4519,Japan,Middle Class,1840
4520,Japan,Middle Class,1880
4521,Japan,Middle Class,1860
4522,Japan,Elite,1880
4523,Japan,Subsistence,1870
4524,Japan,Middle Class,1700
4525,Japan,Middle Class,1460
4526,Japan,Elite,1700
4527,Japan,Elite,1630
4528,Japan,Middle Class,1870
4529,Japan,Elite,1150
4530,Japan,Middle Class,1800
4531,Japan,Middle Class,1790
4532,Japan,Middle Class,1820
4533,Japan,Middle Class,1800
4534,Japan,Middle Class,1820
4535,Japan,Middle Class,1690
4536,Japan,Middle Class,1790
4537,Japan,Middle Class,1640
4538,Japan,Middle Class,1790
4539,Japan,Middle Class,1760
4540,Japan,Subsistence,1820
4541,Japan,Middle Class,1840
4542,Japan,Middle Class,1840
